0.00	4.14215300e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00	1.65800000e-08
30.00	3.92569951e+00	-9.00000000e-01	7.50000000e-03	3.42592596e-05	1.66083626e-08
60.00	3.92145010e+00	-9.00000000e-01	1.50000000e-02	6.99416996e-05	1.66095408e-08
90.00	3.91736336e+00	-9.00000000e-01	2.25000000e-02	7.20025284e-05	1.66100687e-08
120.00	3.91346840e+00	-9.00000000e-01	3.00000000e-02	7.32561723e-05	1.66105787e-08
150.00	3.90967811e+00	-9.00000000e-01	3.75000000e-02	7.44846798e-05	1.66110858e-08
180.00	3.90596578e+00	-9.00000000e-01	4.50000000e-02	7.57066761e-05	1.66115904e-08
210.00	3.90232119e+00	-9.00000000e-01	5.25000000e-02	7.69226500e-05	1.66120925e-08
240.00	3.89873712e+00	-9.00000000e-01	6.00000000e-02	7.81326558e-05	1.66125921e-08
270.00	3.89520904e+00	-9.00000000e-01	6.75000000e-02	7.93367364e-05	1.66130893e-08
300.00	3.89173502e+00	-9.00000000e-01	7.50000000e-02	8.05349354e-05	1.66135841e-08
330.00	3.88831561e+00	-9.00000000e-01	8.25000000e-02	8.17272973e-05	1.66140764e-08
360.00	3.88495113e+00	-9.00000000e-01	9.00000000e-02	8.29138671e-05	1.66145664e-08
390.00	3.88163970e+00	-9.00000000e-01	9.75000000e-02	8.40946885e-05	1.66150540e-08
420.00	3.87837574e+00	-9.00000000e-01	1.05000000e-01	8.52698035e-05	1.66155393e-08
450.00	3.87515439e+00	-9.00000000e-01	1.12500000e-01	8.64392525e-05	1.66160222e-08
480.00	3.87197850e+00	-9.00000000e-01	1.20000000e-01	8.76030783e-05	1.66165028e-08
510.00	3.86884571e+00	-9.00000000e-01	1.27500000e-01	8.87613240e-05	1.66169811e-08
540.00	3.86574895e+00	-9.00000000e-01	1.35000000e-01	8.99140296e-05	1.66174571e-08
570.00	3.86268889e+00	-9.00000000e-01	1.42500000e-01	9.10612354e-05	1.66179308e-08
600.00	3.85966672e+00	-9.00000000e-01	1.50000000e-01	9.22029843e-05	1.66184023e-08
630.00	3.85668016e+00	-9.00000000e-01	1.57500000e-01	9.33393175e-05	1.66188716e-08
660.00	3.85372339e+00	-9.00000000e-01	1.65000000e-01	9.44702744e-05	1.66193386e-08
690.00	3.85079189e+00	-9.00000000e-01	1.72500000e-01	9.55958929e-05	1.66198034e-08
720.00	3.84788915e+00	-9.00000000e-01	1.80000000e-01	9.67162134e-05	1.66202661e-08
750.00	3.84501392e+00	-9.00000000e-01	1.87500000e-01	9.78312765e-05	1.66207266e-08
780.00	3.84216076e+00	-9.00000000e-01	1.95000000e-01	9.89411198e-05	1.66211849e-08
810.00	3.83933219e+00	-9.00000000e-01	2.02500000e-01	1.00045781e-04	1.66216411e-08
840.00	3.83653066e+00	-9.00000000e-01	2.10000000e-01	1.01145301e-04	1.66220952e-08
870.00	3.83375497e+00	-9.00000000e-01	2.17500000e-01	1.02239719e-04	1.66225471e-08
900.00	3.83100210e+00	-9.00000000e-01	2.25000000e-01	1.03329071e-04	1.66229970e-08
930.00	3.82826866e+00	-9.00000000e-01	2.32500000e-01	1.04413393e-04	1.66234448e-08
960.00	3.82555243e+00	-9.00000000e-01	2.40000000e-01	1.05492722e-04	1.66238906e-08
990.00	3.82285783e+00	-9.00000000e-01	2.47500000e-01	1.06567096e-04	1.66243343e-08
1020.00	3.82019115e+00	-9.00000000e-01	2.55000000e-01	1.07636553e-04	1.66247760e-08
1050.00	3.81754499e+00	-9.00000000e-01	2.62500000e-01	1.08701133e-04	1.66252156e-08
1080.00	3.81491351e+00	-9.00000000e-01	2.70000000e-01	1.09760866e-04	1.66256533e-08
1110.00	3.81229769e+00	-9.00000000e-01	2.77500000e-01	1.10815788e-04	1.66260890e-08
1148.20	3.80899362e+00	-9.00000000e-01	2.87050178e-01	1.12152180e-04	1.66266406e-08
1186.40	3.80572155e+00	-9.00000000e-01	2.96600357e-01	1.13480914e-04	1.66271890e-08
1224.60	3.80247969e+00	-9.00000000e-01	3.06150535e-01	1.14802063e-04	1.66277343e-08
