0.00 	0.00000000e+00 	
30.00 	3.42592596e-05 	
60.00 	6.99416996e-05 	
90.00 	7.20025284e-05 	
120.00 	7.32561723e-05 	
150.00 	7.44846798e-05 	
180.00 	7.57066761e-05 	
210.00 	7.69226500e-05 	
240.00 	7.81326558e-05 	
270.00 	7.93367364e-05 	
300.00 	8.05349354e-05 	
330.00 	8.17272973e-05 	
360.00 	8.29138671e-05 	
390.00 	8.40946885e-05 	
420.00 	8.52698035e-05 	
450.00 	8.64392525e-05 	
480.00 	8.76030783e-05 	
510.00 	8.87613240e-05 	
540.00 	8.99140296e-05 	
570.00 	9.10612354e-05 	
600.00 	9.22029843e-05 	
630.00 	9.33393175e-05 	
660.00 	9.44702744e-05 	
690.00 	9.55958929e-05 	
720.00 	9.67162134e-05 	
750.00 	9.78312765e-05 	
780.00 	9.89411198e-05 	
810.00 	1.00045781e-04 	
840.00 	1.01145301e-04 	
870.00 	1.02239719e-04 	
900.00 	1.03329071e-04 	
930.00 	1.04413393e-04 	
960.00 	1.05492722e-04 	
990.00 	1.06567096e-04 	
1020.00 	1.07636553e-04 	
1050.00 	1.08701133e-04 	
1080.00 	1.09760866e-04 	
1110.00 	1.10815788e-04 	
1148.20 	1.12152180e-04 	
1186.40 	1.13480914e-04 	
1224.60 	1.14802063e-04 	
1262.80 	1.16115697e-04 	
1301.00 	1.17421886e-04 	
1339.20 	1.18720697e-04 	
1377.40 	1.20012201e-04 	
1415.61 	1.21296470e-04 	
1453.81 	1.22573570e-04 	
1492.01 	1.23843565e-04 	
1530.21 	1.25106529e-04 	
1568.41 	1.26362523e-04 	
1606.61 	1.27611614e-04 	
1644.81 	1.28853866e-04 	
1683.01 	1.30089345e-04 	
1721.21 	1.31318115e-04 	
1759.41 	1.32540235e-04 	
1797.61 	1.33755771e-04 	
1835.81 	1.34964785e-04 	
1874.01 	1.36167337e-04 	
1912.21 	1.37363488e-04 	
1950.42 	1.38553296e-04 	
1988.62 	1.39736823e-04 	
2026.82 	1.40914129e-04 	
2065.02 	1.42085271e-04 	
2103.22 	1.43250306e-04 	
2141.42 	1.44409291e-04 	
2179.62 	1.45562287e-04 	
2217.82 	1.46709346e-04 	
2256.02 	1.47850523e-04 	
2294.22 	1.48985876e-04 	
2332.42 	1.50115461e-04 	
2370.62 	1.51239328e-04 	
2408.82 	1.52357531e-04 	
2447.02 	1.53470126e-04 	
2485.23 	1.54577165e-04 	
2523.43 	1.55678698e-04 	
2561.63 	1.56774777e-04 	
2599.83 	1.57865454e-04 	
2638.03 	1.58950777e-04 	
2676.23 	1.60030800e-04 	
2714.43 	1.61105573e-04 	
2752.63 	1.62175142e-04 	
2790.83 	1.63239557e-04 	
2829.03 	1.64298866e-04 	
2867.23 	1.65353115e-04 	
2905.43 	1.66402355e-04 	
2943.63 	1.67446633e-04 	
2981.83 	1.68485993e-04 	
3020.04 	1.69520479e-04 	
3058.24 	1.70550138e-04 	
3106.97 	1.71856768e-04 	
3155.70 	1.73155723e-04 	
3204.44 	1.74447090e-04 	
3253.17 	1.75730956e-04 	
3301.90 	1.77007411e-04 	
3350.64 	1.78276547e-04 	
3399.37 	1.79538449e-04 	
3448.10 	1.80793201e-04 	
3496.84 	1.82040890e-04 	
3545.57 	1.83281595e-04 	
3594.30 	1.84515400e-04 	
3643.04 	1.85742390e-04 	
3691.77 	1.86962642e-04 	
3740.50 	1.88176231e-04 	
3789.24 	1.89383241e-04 	
3837.97 	1.90583748e-04 	
3886.70 	1.91777825e-04 	
3935.44 	1.92965548e-04 	
3984.17 	1.94146991e-04 	
4032.90 	1.95322226e-04 	
4081.64 	1.96491326e-04 	
4130.37 	1.97654361e-04 	
4179.10 	1.98811399e-04 	
4227.84 	1.99962509e-04 	
4276.57 	2.01107753e-04 	
4325.30 	2.02247202e-04 	
4374.04 	2.03380924e-04 	
4422.77 	2.04508978e-04 	
4471.50 	2.05631424e-04 	
4520.24 	2.06748323e-04 	
4568.97 	2.07859735e-04 	
4617.70 	2.08965716e-04 	
4666.44 	2.10066324e-04 	
4715.17 	2.11161616e-04 	
4763.90 	2.12251637e-04 	
4812.64 	2.13336444e-04 	
4861.37 	2.14416079e-04 	
4910.10 	2.15490586e-04 	
4958.84 	2.16560011e-04 	
5007.57 	2.17624391e-04 	
5056.30 	2.18683765e-04 	
5105.04 	2.19738161e-04 	
5153.77 	2.20787599e-04 	
5202.50 	2.21832104e-04 	
5251.24 	2.22871689e-04 	
5299.97 	2.23906353e-04 	
5348.70 	2.24936094e-04 	
5397.44 	2.25960896e-04 	
5446.17 	2.26980717e-04 	
5494.90 	2.27995507e-04 	
5543.64 	2.29005197e-04 	
5592.37 	2.30009671e-04 	
5657.00 	2.31333665e-04 	
5721.64 	2.32647956e-04 	
5786.27 	2.33951797e-04 	
5850.90 	2.35244283e-04 	
5915.53 	2.36524111e-04 	
5955.80 	2.37314049e-04 	
5996.07 	2.38097313e-04 	
6036.34 	2.38873429e-04 	
6076.61 	2.39641475e-04 	
6116.88 	2.40400312e-04 	
6146.88 	2.40958611e-04 	
6176.88 	2.41509932e-04 	
6206.88 	2.42053590e-04 	
6236.88 	2.42588689e-04 	
6266.88 	2.43114142e-04 	
6296.88 	2.43628663e-04 	
6326.88 	2.44130806e-04 	
6356.88 	2.44618950e-04 	
6386.88 	2.45091308e-04 	
6416.88 	2.45545965e-04 	
6446.88 	2.45980901e-04 	
6476.88 	2.46394011e-04 	
6506.88 	2.46783186e-04 	
6536.88 	2.47146396e-04 	
6566.88 	2.47481747e-04 	
6596.88 	2.47787561e-04 	
6626.88 	2.48062469e-04 	
6656.88 	2.48305505e-04 	
6686.88 	2.48515985e-04 	
6716.88 	2.48693625e-04 	
6746.88 	2.48839023e-04 	
6776.88 	2.48952728e-04 	
6806.88 	2.49035451e-04 	
6836.88 	2.49091068e-04 	
6866.88 	2.49123552e-04 	
6896.88 	2.49137045e-04 	
6926.88 	2.49140518e-04 	
6956.88 	2.49141181e-04 	
6986.88 	2.49141199e-04 	
6988.15 	2.49141199e-04 	
6988.53 	2.49141199e-04 	
6988.65 	2.49141199e-04 	
6988.65 	2.49141199e-04 	
7018.65 	2.49475645e-04 	
7048.65 	2.51041088e-04 	
7078.65 	2.54092133e-04 	
7108.65 	2.56914952e-04 	
7138.65 	2.58375136e-04 	
7168.65 	2.59151549e-04 	
7198.65 	2.59761784e-04 	
7228.65 	2.60337798e-04 	
7258.65 	2.60904969e-04 	
7288.65 	2.61468211e-04 	
7318.65 	2.62028709e-04 	
7362.75 	2.62848850e-04 	
7406.84 	2.63665323e-04 	
7450.93 	2.64478500e-04 	
7508.50 	2.65535804e-04 	
7566.07 	2.66588556e-04 	
7623.64 	2.67637004e-04 	
7681.20 	2.68681364e-04 	
7738.77 	2.69721797e-04 	
7796.34 	2.70758426e-04 	
7853.91 	2.71791351e-04 	
7911.47 	2.72820656e-04 	
7969.04 	2.73846412e-04 	
8026.61 	2.74868686e-04 	
8084.18 	2.75887537e-04 	
8141.74 	2.76903021e-04 	
8199.31 	2.77915191e-04 	
8256.88 	2.78924098e-04 	
8314.45 	2.79929791e-04 	
8372.01 	2.80932316e-04 	
8429.58 	2.81931720e-04 	
8487.15 	2.82928047e-04 	
8544.72 	2.83921342e-04 	
8602.28 	2.84911647e-04 	
8659.85 	2.85899006e-04 	
8717.42 	2.86883459e-04 	
8774.99 	2.87865047e-04 	
8832.55 	2.88843810e-04 	
8890.12 	2.89819788e-04 	
8947.69 	2.90793020e-04 	
9005.26 	2.91763545e-04 	
9062.82 	2.92731399e-04 	
9120.39 	2.93696621e-04 	
9177.96 	2.94659246e-04 	
9235.53 	2.95619311e-04 	
9293.09 	2.96576852e-04 	
9350.66 	2.97531903e-04 	
9433.51 	2.98902032e-04 	
9516.35 	3.00267193e-04 	
9599.20 	3.01627484e-04 	
9682.04 	3.02983003e-04 	
9764.89 	3.04333844e-04 	
9847.74 	3.05680100e-04 	
9930.58 	3.07021861e-04 	
10013.43 	3.08359217e-04 	
10096.27 	3.09692256e-04 	
10179.12 	3.11021062e-04 	
10261.96 	3.12345720e-04 	
10344.81 	3.13666311e-04 	
10427.65 	3.14982917e-04 	
10510.50 	3.16295615e-04 	
10593.35 	3.17604484e-04 	
10676.19 	3.18909599e-04 	
10759.04 	3.20211034e-04 	
10841.88 	3.21508862e-04 	
10889.05 	3.22246175e-04 	
10936.22 	3.22982349e-04 	
10983.38 	3.23717399e-04 	
11013.38 	3.24184338e-04 	
11043.38 	3.24650829e-04 	
11092.97 	3.25420975e-04 	
11142.56 	3.26189924e-04 	
11213.28 	3.27284368e-04 	
11283.99 	3.28376454e-04 	
11328.27 	3.29059124e-04 	
11372.55 	3.29740893e-04 	
11433.36 	3.30675639e-04 	
11494.16 	3.31608730e-04 	
11554.97 	3.32540190e-04 	
11615.77 	3.33470041e-04 	
11676.58 	3.34398309e-04 	
11737.38 	3.35325016e-04 	
11798.19 	3.36250184e-04 	
11828.19 	3.36706082e-04 	
11858.19 	3.37161613e-04 	
11900.53 	3.37803975e-04 	
11961.73 	3.38731088e-04 	
12022.93 	3.39656725e-04 	
12084.13 	3.40580906e-04 	
12164.58 	3.41793562e-04 	
12212.33 	3.42512266e-04 	
12260.08 	3.43230121e-04 	
12307.84 	3.43947138e-04 	
12355.59 	3.44663327e-04 	
12418.74 	3.45609063e-04 	
12481.88 	3.46553390e-04 	
12545.02 	3.47496332e-04 	
12545.02 	3.48438585e-04 	
12575.02 	3.48886100e-04 	
12605.02 	3.49333304e-04 	
12635.02 	3.49780200e-04 	
12665.02 	3.50226793e-04 	
12695.02 	3.50673086e-04 	
12725.02 	3.51119080e-04 	
12755.02 	3.51564777e-04 	
12785.02 	3.52010180e-04 	
12815.02 	3.52455291e-04 	
12845.02 	3.52900111e-04 	
12875.02 	3.53344644e-04 	
12905.02 	3.53788890e-04 	
12935.02 	3.54232853e-04 	
12965.02 	3.54676534e-04 	
12995.02 	3.55119935e-04 	
13025.02 	3.55563058e-04 	
13055.02 	3.56005905e-04 	
13085.02 	3.56448478e-04 	
13115.02 	3.56890780e-04 	
13145.02 	3.57332811e-04 	
13175.02 	3.57774575e-04 	
13205.02 	3.58216072e-04 	
13235.02 	3.58657306e-04 	
13265.02 	3.59098277e-04 	
13295.02 	3.59538987e-04 	
13325.02 	3.59979439e-04 	
13355.02 	3.60419635e-04 	
13385.02 	3.60859576e-04 	
13415.02 	3.61299263e-04 	
13445.02 	3.61738700e-04 	
13475.02 	3.62177887e-04 	
13505.02 	3.62616827e-04 	
13535.02 	3.63055520e-04 	
13565.02 	3.63493970e-04 	
13595.02 	3.63932178e-04 	
13625.02 	3.64370144e-04 	
13655.02 	3.64807873e-04 	
13685.02 	3.65245363e-04 	
